,x,y,label
car driving,9.698357,6.8177786,46
carbon footprint,11.380233,0.9053205,-1
economic aspect,9.435801,7.1307607,46
electric battery,11.102336,6.2039356,-1
electricity,9.506393,-0.12999009,-1
environmental impact,7.990621,5.440568,46
exhaust gas,9.213125,3.8571913,-1
life cycle assessment,11.861009,3.4340787,-1
marketing,12.400907,6.3634105,46
motor vehicle,12.757088,5.473237,-1
priority journal,9.085204,6.1339936,-1
sensitivity analysis,12.495847,8.154323,-1
traffic and transport,8.527798,6.822737,46
compressed air,10.73866,8.325699,24
compressed air energy storage,17.184088,4.939671,9
compressed natural gas,1.4638282,-2.5008097,6
compressibility of gases,13.287599,4.42743,-1
compressibility of liquids,13.286446,4.4281206,-1
compressors,10.961464,2.0166094,-1
efficiency,10.905073,6.7862525,46
energy storage,7.345543,-0.5638636,26
expansion,11.227532,5.8700895,46
gas compressors,7.2303944,5.118926,-1
heat transfer,8.193759,1.7388858,-1
liquids,10.7990055,3.788999,46
pistons,10.458249,1.5698447,-1
porous materials,10.172162,5.5649858,46
pressure vessels,4.086265,0.8577727,23
reciprocating compressors,10.961826,2.0165527,-1
compressed air energy storages (caes),9.911003,3.816201,-1
compressed natural gasses (cng),-6.177242,8.593925,29
experimental investigations,11.541621,7.538955,46
gas compression,1.4755429,-2.5160902,6
heat transfer enhancement,8.191662,1.7403206,-1
heat transfer surface area,8.233617,1.745035,-1
liquid piston,10.360904,4.8131185,46
power densities,10.660703,5.584505,46
density of gases,7.79979,-2.866194,1
energy efficiency,19.058023,5.3385935,21
heat transfer,8.193718,1.7388433,-1
natural gas,18.41843,12.568971,7
porous medium,10.17195,5.55128,46
power generation,11.012577,3.8087156,46
thermodynamics,14.355202,7.0528717,-1
alternative fuels,11.073876,7.064976,3
biodiesel,-2.5866184,5.8384256,-1
bus transportation,8.792976,7.8982415,46
buses,13.823522,4.2604914,-1
compressed natural gas,1.471976,-2.520828,6
energy utilization,7.603272,1.8595955,5
fuel cells,14.6283655,13.104573,-1
greenhouse gases,16.101345,8.107313,22
life cycle,11.172507,-2.5226943,-1
powertrains,12.945079,3.4330084,-1
compressed natural gasses (cng),-6.1578894,8.5802555,29
emissions model,9.121426,3.3286872,43
life cycle assessment (lca),11.910889,3.376814,-1
motor vehicle emissions,8.061756,7.3124123,-1
operating characteristics,10.072842,6.5930667,46
operational characteristics,10.060181,6.732177,46
reduce energy consumption,10.22163,5.330559,46
transit,8.938456,7.596369,46
gas emissions,6.4096203,-1.820009,28
alternative fuel,16.165674,5.2923117,-1
bus transport,8.822746,7.8761563,46
carbon emission,7.451054,1.8435947,-1
emission control,15.579397,9.281482,-1
greenhouse gas,9.74666,6.0982447,10
life cycle analysis,13.65789,4.962248,37
metropolitan area,9.386485,5.717558,46
sustainable development,8.739006,11.862986,-1
atlanta,10.201457,5.4038286,46
georgia,10.196205,5.4041057,46
united states,5.3469915,10.478079,-1
compressed natural gas,1.3800546,-2.5911095,6
corrosion resistance,10.317362,5.4693,46
fuel storage,12.7462635,5.5983233,37
fuels,10.922421,2.6492043,33
gas emissions,6.469325,-1.8699948,28
gases,7.795879,-2.8420236,1
greenhouse gases,16.114786,8.091698,22
hydrogen,8.772414,4.3981276,18
hydrogen storage,11.453329,1.1121373,-1
natural gas,18.550493,12.628595,7
pressure vessels,4.0932865,0.86466783,23
renewable energy resources,15.550335,12.745602,-1
alternative energy solutions,10.812094,6.109867,46
composite pressure vessels,4.1022997,0.8719874,23
economic impacts,9.232105,6.95187,46
fatigue performance,10.176753,5.9750056,46
liquid petroleum fuels,9.177699,4.6282253,46
renewable energy source,11.921875,0.6534504,-1
storage and transportations,10.208577,6.50596,46
transport solution,9.223072,7.1567936,46
natural gas vehicles,15.084218,11.688025,25
alcohol fuels,6.04012,-3.6726656,-1
alcohols,9.916013,4.7726994,46
biodiesel,-2.5934687,5.844787,-1
coal deposits,10.531121,3.2519243,-1
compressed natural gas,1.2759643,-2.5192957,6
energy policy,9.174372,9.3557825,-1
energy security,11.322604,7.5276113,-1
fuels,10.93128,2.6418936,33
gas hydrates,4.4381227,9.373678,-1
hydrogen production,3.7195303,6.4004006,-1
liquefied petroleum gas,16.582676,3.7597225,-1
natural gas deposits,-2.1402647,4.846581,-1
petroleum transportation,9.901113,6.20253,-1
shale,12.224142,3.7941875,-1
shale oil,12.224079,3.7941852,-1
sustainable development,8.737922,11.861858,-1
compressed natural gasses (cng),-6.155791,8.57893,29
environmental benefits,9.29308,6.8771076,46
fischer tropsch liquids,10.8039255,3.7848887,46
hybrid fuels,10.927456,2.643581,33
large scale hydrogen production,3.7619812,6.428297,-1
liquefied petroleum gas (lpg),-4.173009,7.3371477,29
scalable implementation,10.421977,6.842776,46
technological challenges,9.717625,7.707425,46
biofuels,1.6290927,4.516864,12
biodiesel,-2.592908,5.8441987,-1
carbon,7.7792587,7.428435,-1
carbon monoxide,11.76226,-10.598215,-1
combustion,13.860878,7.3428206,38
compressed natural gas,1.3078226,-2.5617857,6
diesel engines,4.941189,-0.15307778,20
engines,6.661362,11.949584,27
exhaust gases,8.688049,-1.3748053,-1
fish,9.769096,4.8415613,46
fuels,10.91833,2.6365292,33
gas emissions,6.409351,-1.8292128,28
hydrocarbons,19.140442,1.72573,-1
ignition,10.998683,1.1845651,30
natural gas,18.497284,12.516377,7
nitrogen oxides,11.154422,5.1518893,10
waste incineration,9.178798,5.9502163,46
combustion characteristics,12.163227,8.124864,-1
compression ignition engine,11.300429,6.347366,-1
conventional combustions,11.432393,5.883878,46
cycle to cycle variation,10.31784,5.0592847,46
dual-fuels,10.651813,6.320028,46
fish oil,9.549375,4.397824,46
homogeneous charge compression ignition,11.302083,6.3480053,-1
low temperature combustion,9.671502,3.6123126,46
dual fuel engines,3.8228195,-2.4639156,-1
biofuel,1.6203648,4.507863,12
combustion,13.8545065,7.338915,38
compression,11.00121,5.457383,46
control system,10.550778,6.553534,46
diesel,13.091027,1.6942977,-1
emission control,15.576724,9.278984,-1
energy efficiency,18.994911,5.373125,21
exhaust emission,3.6815665,4.087515,14
experimental study,11.570361,7.7172136,46
low temperature,9.669231,3.6092901,46
natural gas,18.533642,12.646695,7
nitrogen oxides,11.188371,5.1812754,10
particulate matter,6.5907197,6.62699,-1
performance assessment,9.7573595,11.249699,-1
buffer storage,10.224436,6.495988,46
cylinders (shapes),14.824765,5.0116987,-1
digital storage,2.8687296,2.6024513,-1
equations of state,11.360883,6.7049217,46
filling,10.151119,6.3471813,46
gases,7.797169,-2.839688,1
mass transfer,8.227775,1.7229662,-1
natural gas,18.526756,12.56952,7
natural gas vehicles,15.071416,11.701298,25
tanks (containers),14.840794,4.9660764,-1
temperature,9.267375,2.3261538,46
equation of state,11.378401,6.693701,46
experimental values,10.740454,6.974012,46
fast fillings,10.163496,6.2555323,46
in-cylinder pressures,10.379781,5.6234417,46
investigate effects,10.109719,4.9015646,46
new mathematical model,11.653393,7.962449,46
temperature growth,9.595963,3.3422847,46
thermodynamic model,11.713922,8.014635,46
compressed natural gas,1.296979,-2.4802139,6
alternative fuels,11.064041,7.0714955,3
automotive fuels,14.904255,-1.9880975,-1
brakes,20.215176,4.413709,-1
carbon dioxide,11.944368,2.6766856,0
carbon monoxide,11.773511,-10.594319,-1
combustion,13.849114,7.33891,38
diesel engines,4.957864,-0.17057253,20
energy utilization,7.6030345,1.8585267,5
engine cylinders,8.146471,-3.4914317,-1
engines,6.646476,11.958117,27
fuel consumption,10.238014,8.126009,-1
fuels,10.932981,2.6387534,33
gases,7.7780213,-2.8768573,1
gasoline,8.906288,5.6425314,4
hydrogen,8.696049,4.4266524,18
ionization of gases,10.704375,5.3990793,46
mixtures,11.974477,5.51193,-1
natural gas,18.442888,12.500179,7
particulate emissions,8.906851,5.2050314,-1
petroleum deposits,10.531433,3.2505105,-1
proven reserves,3.3894176,3.6286173,-1
brake mean effective pressures,9.922077,5.8152556,46
brake specific fuel consumption,12.194473,6.085289,-1
compressed natural gasses (cng),-6.169066,8.597375,29
flame speed,10.2761135,5.9249144,46
hcng,10.36552,4.1403723,32
heat release rate (hrr),9.748837,3.9509246,46
indicated mean effective pressure,9.917927,5.812866,46
performance,9.413565,8.568196,46
compressed natural gas,1.2720983,-2.4808905,6
cogeneration plants,11.201432,5.989064,46
combustion,13.846608,7.349486,38
combustion equipment,11.082296,5.247307,46
compressed air motors,10.808203,8.349773,24
costs,5.5885015,8.835113,40
distributed power generation,11.032388,3.8434324,46
economics,9.882511,14.295382,-1
energy conservation,10.760058,-1.4294739,-1
energy efficiency,19.014372,5.343214,21
engines,6.6516457,11.952403,27
environmental impact,7.994306,5.4475555,46
exhaust gases,8.687991,-1.3748606,-1
gas turbines,12.125903,9.993526,36
gases,7.8180766,-2.8943584,1
heat engines,4.828852,0.06022577,20
internal combustion engines,10.593949,-4.514481,13
investments,19.331161,9.933866,-1
natural gas,18.47498,12.491347,7
oil well flooding,9.515927,4.173643,46
water injection,10.658337,4.905272,44
wind turbines,15.032994,7.6980233,-1
combined heat and power,10.733076,2.8134108,46
combined heat and power production,10.733543,2.8145897,46
economic profitability,9.015674,7.327249,46
generation flexibilities,11.011253,3.8163843,46
humid air turbines,11.798315,9.43845,36
internal combustion engines (ices),10.184914,3.9368548,46
lower maintenance costs,9.012145,7.0847096,46
micro gas turbines,12.135069,9.995892,36
economic analysis,10.587461,8.836947,46
free piston compressors,10.516663,1.6304537,-1
model buildings,11.357587,7.811697,46
pistons,10.458373,1.5699164,-1
rankine cycle,7.8746576,4.5766068,-1
reciprocating compressors,10.962205,2.0164437,-1
waste heat,9.088014,1.5559517,-1
waste heat utilization,9.086877,1.5550283,-1
waste incineration,9.17873,5.9501967,46
compressed natural gasses (cng),-6.150081,8.567147,29
effective efficiencies,10.843967,6.805506,46
exhaust energy,9.215815,3.8545284,-1
indicated efficiency,9.867318,4.8799987,-1
modelling and simulations,11.131856,7.286354,46
organic rankine cycles,7.874503,4.5767717,-1
simulation analysis,10.898428,7.467961,46
waste heat recovery systems,10.212723,3.4536986,46
compressed natural gas,1.372852,-2.4563193,6
airships,10.326092,4.1147466,32
atmospheric radiation,8.194145,5.626317,-1
automobiles,11.688105,4.9617596,-1
carbon,7.750559,7.458759,-1
carbon dioxide,11.88816,2.7322242,0
compressed natural gas,1.2265253,-2.521288,6
direct injection,10.953996,5.261701,44
efficiency,10.904787,6.786559,46
fleet operations,8.683938,8.6556015,-1
gas emissions,6.443963,-1.8454647,28
gases,7.833954,-2.8607185,1
global warming,5.135305,1.6708127,14
methane,7.574554,7.2086205,35
natural gas,18.502542,12.622289,7
research aircraft,6.6771927,11.8718405,27
time switches,10.424274,6.3537827,46
trucks,4.575282,11.727376,-1
vehicle wheels,16.229826,13.477433,-1
vehicles,6.3393965,9.696738,41
wheels,16.22982,13.477432,-1
carbon dioxide emissions,7.449493,1.8580343,-1
heavy duty trucks,14.789323,5.833711,-1
high-pressure direct injection,9.899774,4.931184,46
methane emissions,7.5841274,7.1884675,35
methane emissions reduction,7.5850453,7.189329,35
radiative forcings,10.747298,5.465102,46
vehicle efficiency,9.760319,6.633276,46
warming potential,9.272124,6.792746,46
natural gas vehicles,15.022865,11.747447,25
liquefied natural gas,11.424711,6.053043,15
methane,7.6945744,7.0857606,35
natural gas,18.564024,12.62769,7
exhaust gas,9.214786,3.8555362,-1
methane,7.646011,7.1360483,35
natural gas,18.462845,12.573444,7
carbon dioxide,11.882136,2.7495651,0
damage,10.534559,5.8473496,46
diesel,13.090624,1.6944999,-1
emission control,15.575243,9.277406,-1
engine,4.882551,-0.091904745,20
methane,7.6233935,7.1651354,35
natural gas,18.525429,12.575097,7
radiative forcing,10.740817,5.448685,46
traffic emission,10.611758,1.5337442,-1
trucking,8.6751375,8.671923,-1
uncertainty analysis,10.650236,7.7374396,46
air pollution control,11.6512985,6.116371,34
article,-1.4457244,17.856302,-1
biofuel production,8.270455,6.42391,46
carbon footprint,11.380223,0.90532786,-1
climate,11.632009,-0.40345895,-1
diesel engine,4.928352,-0.1241831,20
energy consumption,10.257904,5.3082714,46
exhaust gas,9.214371,3.8559318,-1
greenhouse gas,9.74665,6.0982585,10
liquefaction,11.4384,8.05041,39
radiative forcing,10.740929,5.4492273,46
reduction,9.812324,6.2329254,46
steady state,10.556535,6.7386913,46
analysis,10.650614,7.729501,46
climate change,11.637646,-0.40549672,-1
environmental monitoring,9.590021,5.7071033,46
exhaust gas,9.2147255,3.8556082,-1
motor vehicle,12.757055,5.473407,-1
procedures,10.56915,6.6339355,46
theoretical model,11.268246,7.7387924,46
climate change,11.63752,-0.404617,-1
environmental monitoring,9.58995,5.7073207,46
methane,7.5814786,7.1972303,35
"models, theoretical",10.7043085,6.1652784,46
motor vehicles,12.754445,5.465892,-1
natural gas,18.584955,12.606796,7
vehicle emissions,8.062472,7.3107867,-1
air pollution,5.814494,1.1192139,-1
carbon dioxide,11.86703,2.7333417,0
compressed natural gas,1.2138771,-2.456429,6
energy security,11.322671,7.527694,-1
energy utilization,7.6044297,1.8576185,5
fossil fuels,8.313611,3.730162,2
fuels,10.930701,2.6421373,33
gas emissions,6.4618773,-1.8197956,28
greenhouse gases,16.107857,8.099031,22
hybrid vehicles,9.400086,13.238672,-1
life cycle,11.167809,-2.5233183,-1
natural gas,18.577402,12.54832,7
natural gas vehicles,15.071359,11.70099,25
pollution,8.793349,2.2464051,43
vehicles,6.3401628,9.695886,41
battery electric vehicles,11.19714,6.516499,-1
electric bus,11.656499,5.728677,46
energy conservation and environmental protections,10.761173,-1.4296232,-1
environmental parameter,9.984241,6.2080793,46
hybrid electric vehicles (hevs),10.838104,5.2027035,46
life cycle analysis,13.657854,4.9622574,37
petroleum consumption,9.271892,3.9883652,46
regional differences,9.852601,7.405245,46
fleet operations,8.670518,8.668402,-1
atmospheric pollution,8.189501,5.618002,-1
carbon dioxide,11.906673,2.7169466,0
diesel,13.090571,1.6943972,-1
energy conservation,10.7612505,-1.431733,-1
energy use,10.761125,3.6539228,42
environmental protection,11.649157,7.3767953,-1
fossil fuel,12.570006,4.3626704,-1
fuel,9.661699,5.3725963,46
greenhouse gas,9.746648,6.0982623,10
life cycle analysis,13.659315,4.961337,37
particulate matter,6.5900216,6.627948,-1
petroleum,9.234661,4.7670894,46
pollution control,11.658484,6.1153445,34
power generation,11.012963,3.809761,46
traffic emission,10.612035,1.5340819,-1
china,10.293614,3.6734493,46
calorific value,9.768795,7.4790916,46
carbon capture,9.350924,1.6842784,43
carbon dioxide,11.928157,2.7026825,0
climate change,11.637912,-0.40484166,-1
coal,5.2320614,4.976133,-1
coal storage,12.787805,5.6404543,37
cogeneration plants,11.20158,5.9888406,46
combined cycle power plants,10.654491,2.7166479,46
compressed air,10.812584,8.285601,24
compressed air energy storage,17.161884,4.9177265,9
compressed natural gas,1.2216285,-2.5721781,6
constraint satisfaction problems,9.995165,6.9071336,46
cost benefit analysis,15.659233,2.6644914,-1
cost engineering,9.932531,6.7651787,46
cost estimating,15.562606,2.7242503,-1
economic analysis,10.586439,8.832363,46
electric energy storage,14.932003,15.77818,-1
electric power generation,11.897595,3.9627254,46
electric power system economics,11.088862,4.8034644,46
exhaust systems (engine),10.185138,3.9380324,46
fossil fuel power plants,12.34714,1.4673779,-1
gas emissions,6.3116336,-1.7534324,28
gas plants,5.9650135,6.6504297,-1
greenhouse gases,16.11147,8.0959835,22
lithium-ion batteries,10.932091,5.8993845,-1
natural gas fields,12.254588,6.6371803,-1
natural gasoline plants,6.8955374,2.7479901,16
photovoltaic cells,10.337424,5.5487556,46
pressure vessels,4.128873,0.8993447,23
scheduling,9.847918,6.9587507,46
solar energy,14.090224,12.0939045,31
solar power generation,13.830825,11.80292,31
wind power,13.40376,8.464969,-1
capacity factors,10.156225,6.4786844,46
capital requirements,9.392951,7.3193016,46
co2 capture,9.350904,1.6844248,43
combined cycle,10.33113,4.9298286,46
combined heat and power production,10.733321,2.8151066,46
concentrated solar power,14.057727,12.135849,31
cost of electricity,6.587012,4.5737133,-1
economic dispatch,9.385497,7.034974,46
energy technologies,10.931287,6.078871,46
european union,9.8609295,7.238705,46
european wind energy associations,10.768321,5.941264,46
flue gas desulphurisation,11.753131,4.841077,-1
higher heating value,9.690341,6.974513,46
integrated gasification combined cycle power plants,10.653866,2.720594,46
intergovernmental panel on climate changes,11.60648,-0.43498048,-1
international energy agency,9.16084,9.327431,-1
lower heating value,9.691365,6.9738913,46
natural gas combined cycles,11.012192,5.029656,46
net present value,9.713213,6.894328,46
parts per millions,10.767558,13.647499,-1
photovoltaic systems,13.904402,11.901421,31
progress ratio,9.853676,5.3317256,46
renewable electricity,11.332177,5.2701583,46
supercritical,10.590401,5.078128,46
world energies,10.846889,5.4840336,46
electric load dispatching,10.966989,4.896774,46
agricultural wastes,9.60956,6.116876,46
anaerobic digestion,10.4387665,6.867494,-1
cogeneration plants,11.202162,5.9894605,46
compressed natural gas,1.4655347,-2.5952778,6
crops,9.702239,5.782291,46
fertilizers,10.101224,4.5904737,46
gas emissions,6.379069,-1.813558,28
greenhouse gases,16.100779,8.10942,22
manures,10.06846,4.591543,46
natural gas,18.519724,12.539971,7
natural gasoline plants,6.8793826,2.7338893,16
refining,9.224452,4.7635403,46
substrates,10.130604,5.4698105,46
bio-cng,7.7189546,9.048623,-1
bio-hythane,10.20146,5.5244217,46
biomethane,10.3276615,4.1091695,32
biorefineries,10.441495,4.16155,32
chp plant,11.202976,5.9935446,46
energy crops,11.058704,5.18381,46
landfill gas,9.422264,5.663928,46
ofmsw,10.370434,4.146257,32
syn-gas,9.83238,4.681826,46
vinasses,10.332777,4.107683,32
biogas,1.7078611,9.220939,-1
alternative fuels,11.118583,7.023438,3
automobiles,11.688891,4.960959,-1
carbon,7.7787795,7.4288344,-1
commercial vehicles,10.402933,8.85213,-1
compressed natural gas,1.3997796,-2.5183692,6
fuels,10.962872,2.65401,33
gas emissions,6.406897,-1.8261112,28
greenhouse gases,16.11264,8.098851,22
hydraulic fracturing,10.402889,4.637838,46
life cycle,11.167863,-2.5218341,-1
natural gas,18.513676,12.594936,7
natural gas transportation,10.253347,6.959783,17
natural gas vehicles,15.0580635,11.712152,25
vehicles,6.34335,9.692633,41
cng,7.7213464,9.068798,-1
compressed natural gasses (cng),-6.1578827,8.58171,29
criteria air contaminants,5.995955,6.458756,-1
diesel,13.090548,1.6945668,-1
hydraulic fracturing methods,10.401848,4.6412277,46
lca,10.288674,3.9732594,32
life cycle assessment (lca),11.910815,3.3768957,-1
light-duty,10.458538,5.783296,46
fleet operations,8.670672,8.668042,-1
combustion,13.849378,7.3402042,38
compressed natural gas,1.3052328,-2.5081465,6
crude oil,9.487391,4.2696805,46
diesel engines,4.9612303,-0.18434256,20
diesel fuels,7.6876955,6.7726192,-1
fuel economy,5.9613304,0.59290344,-1
combustion systems,11.080228,5.246199,46
compression stroke,10.979542,5.42644,46
heavy duty engines,13.228574,6.808754,-1
improved thermal efficiencies,9.90004,4.909019,-1
spark ignited combustion,9.575002,6.1360683,-1
spark-ignited engines,9.562522,6.139077,-1
upstream pressure,9.732942,4.7887664,46
vehicle fuel economy,5.930433,0.5613454,-1
direct injection,10.945549,5.259146,44
air intakes,10.279784,6.2088866,34
combustion,13.841626,7.373515,38
compressed natural gas,1.3647985,-2.5473795,6
cost reduction,9.962384,5.6905613,46
energy utilization,7.6099334,1.8520236,5
engine cylinders,8.148511,-3.489233,-1
exhaust gas recirculation,10.062715,4.2433248,46
fossil fuels,8.307498,3.738167,2
compressed natural gasses (cng),-6.168482,8.578824,29
compression-ignition engines,11.300071,6.3472133,-1
diesel combustion,13.040601,1.7408642,-1
engine operations,9.009878,6.149311,46
heat release analysis,9.78776,3.9845276,46
high compression ratio,9.820603,5.2940345,46
methane emissions,7.589387,7.185071,35
rate of heat release,9.756854,3.9546049,46
diesel engines,4.954167,-0.16697395,20
compressed natural gas,1.3646413,-2.470317,6
cost benefit analysis,15.660262,2.6632888,-1
cost estimating,15.562637,2.7242439,-1
digital storage,2.8702292,2.6039522,-1
electric traction,11.038814,4.8641663,46
energy transfer,9.365364,7.125487,46
fuel cells,14.607156,13.082915,-1
graphical user interfaces,10.377746,6.493087,46
natural gas vehicles,15.084708,11.689222,25
powertrains,12.945083,3.4329975,-1
regenerative braking,8.390802,2.9976387,-1
systems analysis,10.511747,6.740971,46
traction motors,11.030184,4.8684306,46
vehicle performance,9.444851,6.8867354,46
heavy duty vehicles,14.789977,5.8333793,-1
national renewable energy laboratory,10.186879,7.3098655,46
plug in hybrid electric vehicles,11.368807,5.7850385,46
powertrain components,10.47334,6.4216614,46
real-world drive cycles,10.248424,6.3020096,46
technology improvement,9.548173,8.552128,46
u.s. department of energy,7.4740367,8.477937,-1
wireless power transfer,12.553652,6.153211,-1
plug-in hybrid vehicles,10.954893,5.8081026,46
alternative fuels,11.068292,7.064267,3
compressed natural gas,1.2395947,-2.684297,6
energy conservation,10.769626,-1.4338555,-1
engine cylinders,8.144076,-3.4918885,-1
engines,6.6572466,11.950238,27
fuels,10.92617,2.646094,33
gasoline,8.885991,5.644515,4
heat transfer,8.193537,1.7388287,-1
liquid fuels,9.172974,4.618234,46
liquids,10.798753,3.7890136,46
natural gas,18.457844,12.53797,7
natural gas vehicles,15.0909815,11.6789055,25
cng,7.721445,9.0691185,-1
crank angle,10.325925,5.647479,46
cylinder engines,8.147667,-3.4889364,-1
engine power,4.9667783,0.29690897,20
engine speed,10.213185,5.7353563,46
heat transfer rate,8.193787,1.7387779,-1
gas fuel analysis,4.251718,3.0717838,-1
biogas,1.7390695,9.183332,-1
compressed air,10.826683,8.353451,24
electric energy storage,14.931418,15.779026,-1
electric power transmission networks,12.552941,6.1533966,-1
electric utilities,14.944571,15.711353,-1
energy storage,7.342617,-0.5590121,26
induction heating,6.4844766,3.6241791,-1
perovskite,10.263359,3.992267,32
reforming reactions,9.398841,6.358501,35
wind power,13.402756,8.465958,-1
battery technology,11.123905,6.194298,-1
compressed air storage,17.013042,6.3206644,-1
energy storage systems,10.953222,6.060582,46
induction heating system,6.424607,3.5984988,-1
manufacturing operations,9.975662,6.7424684,46
production of hydrogen,3.720211,6.400414,-1
renewable energies,10.57003,5.6792464,-1
renewable wind energy,10.800651,5.902491,46
steam reforming,9.351752,6.3935475,35
automotive engineering,9.788854,6.650646,46
compressed natural gas,1.440529,-2.4342296,6
engines,6.656937,11.941903,27
flow velocity,10.497245,5.9188766,46
high speed cameras,10.230271,5.8624635,46
incompressible flow,10.581845,5.4636965,46
kinetic energy,11.430552,6.066427,46
kinetics,14.23441,6.948675,-1
shear flow,10.518683,5.8548956,46
velocity measurement,10.51501,5.9657993,46
compressed natural gasses (cng),-6.193434,8.61013,29
direct injection spark ignition engines,9.644253,6.103972,-1
flow charac-teristics,10.485541,5.91168,46
high pressure ratio,9.676007,4.8549294,46
mean flow velocities,10.459776,5.9769325,46
particle image velocimetries,10.010668,6.363828,46
spark-ignited engines,9.562431,6.1390815,-1
start of injections,10.732127,5.0391426,44
direct injection,10.946132,5.259672,44
alternative fuels,11.076013,7.0571947,3
automotive engineering,9.790225,6.6437497,46
carbon,7.7784925,7.429076,-1
carbon dioxide,11.847418,2.7628717,0
compressed natural gas,1.2602645,-2.5583012,6
emission control,15.577925,9.280247,-1
engine cylinders,8.145598,-3.49087,-1
fossil fuels,8.309007,3.7347283,2
fuel economy,5.9989643,0.6277118,-1
hydrogen fuels,7.1858897,-2.312646,-1
integrated circuits,10.52987,6.4035964,46
natural gas vehicles,15.076524,11.660289,25
nitrogen oxides,11.183533,5.1770067,10
oil well flooding,9.516302,4.1740427,46
proven reserves,3.3894205,3.6286185,-1
testing,10.511554,6.34604,46
urban transportation,8.765159,6.780411,46
compressed natural gasses (cng),-6.221939,8.635675,29
emission measurement,9.196892,3.4196382,43
experimental investigations,11.541456,7.53869,46
internal combustion,10.583891,-4.5247054,13
optimization strategy,9.041979,8.028852,45
performance analysis,11.33937,8.418205,46
six-cylinder engines,9.909175,5.103447,46
specific fuel consumption,12.193505,6.0847683,-1
gas fuel analysis,4.251735,3.07179,-1
biogas,1.666853,9.271885,-1
biological materials,10.158053,5.9624667,46
biosolids,9.623689,5.1003475,46
carbon,7.778323,7.4290957,-1
carbon dioxide,11.896316,2.7328444,0
compressed natural gas,1.2800255,-2.5301669,6
costs,5.6173024,8.803227,40
decision making,9.919092,9.471142,-1
economic and social effects,8.376311,7.411436,46
economics,9.88236,14.297372,-1
energy utilization,7.6081944,1.8392849,5
global warming,5.1355276,1.6708179,14
integer programming,11.232089,6.7834506,46
investments,19.332733,9.930402,-1
methane,7.612591,7.173126,35
multiobjective optimization,9.040516,8.0307665,45
natural gas transportation,10.325995,6.888638,17
operations research,9.993356,7.100649,46
optimization,9.030286,8.0302105,45
renewable energy resources,15.549789,12.745772,-1
smart power grids,11.060131,4.9515815,46
stochastic systems,11.420174,6.6904783,46
uncertainty analysis,10.650668,7.743042,46
wastewater,9.623347,5.100521,46
wastewater treatment,9.575581,5.2378383,46
carbon dioxide emissions,7.4493833,1.8578542,-1
energy and transportation,10.733843,3.1334116,-1
mixed integer optimization,11.179248,6.775778,46
probabilistic information,10.816792,7.0410323,46
renewable energies,10.571025,5.680482,-1
renewable energy credits,11.329103,5.273823,46
stochastic optimization model,11.504062,7.5156965,46
wastewater treatment plants,9.589877,4.8103046,46
stochastic models,11.513234,7.530193,46
beaches,9.582674,5.7115307,46
birds,9.830725,5.6465406,46
contamination,9.603293,4.684666,46
diesel fuels,7.683081,6.7679644,-1
ecology,9.079309,5.1053233,46
fighter aircraft,6.64887,11.94176,27
fuel oils,9.439425,4.2799506,46
gas oils,9.440421,4.2824464,46
hydrocarbons,19.140408,1.7254152,-1
oil spills,9.515661,4.193064,46
polycyclic aromatic hydrocarbons,10.2295475,4.974757,46
ships,7.9966893,7.5961394,46
weathering,10.3131075,5.4795985,46
ecological damage,8.044267,5.4508505,46
limpets,10.340754,4.121692,32
macro-algae,10.370471,5.662091,46
microbial oxidation,10.138722,5.3917546,46
petroleum contamination,9.237791,4.771274,46
polynuclear aromatic hydrocarbons,10.233587,4.931674,46
removal mechanism,9.219329,3.1378987,43
subtidal sediments,9.424442,4.7365713,46
sediments,9.427752,4.7444396,46
activated carbon,0.39117277,6.799898,-1
carbon,7.7789598,7.4285326,-1
compressed natural gas,1.3360443,-2.5033493,6
crystalline materials,10.193602,5.5738645,46
java programming language,10.711225,7.3420205,46
liquefied natural gas,11.363325,6.0858026,15
mechanical stability,10.110759,6.1863723,46
methane,7.6426034,7.146741,35
natural gas,18.58437,12.684122,7
organometallics,10.365967,4.1449943,32
porous materials,10.170751,5.5512137,46
single crystals,10.220616,5.688464,46
carbon material,7.780147,7.427381,-1
department of energy,7.4728174,8.479067,-1
high-pressure methane,9.944473,4.957903,46
liquefied natural gas (lng),2.0431614,1.9309988,12
metal organic framework materials,10.106768,5.7663074,46
natural gas storage,14.097074,5.9774714,-1
single crystal density,10.207088,5.6680703,46
volumetric capacity,10.729266,5.627046,46
high pressure engineering,9.666522,4.8399115,46
compressed natural gas,1.290305,-2.5077581,6
exhaust systems (engine),10.185207,3.9380217,46
fuel consumption,10.237821,8.12605,-1
heat exchangers,10.064092,3.3603854,46
rankine cycle,7.8746386,4.576612,-1
recovery,5.80373,14.092146,-1
waste heat,9.088445,1.5564108,-1
brake specific fuel consumption,12.194317,6.085242,-1
cng engine,5.7172375,10.249839,-1
internal heat exchanger,10.099826,3.3422017,46
organic rankine cycle(orc),7.874117,4.5772448,-1
organic rankine cycles,7.87453,4.5767584,-1
performance analysis,11.339178,8.419097,46
second laws of thermodynamics,13.973696,7.008267,-1
waste heat recovery systems,10.210042,3.453149,46
waste heat utilization,9.086922,1.5551397,-1
acetone,9.67752,16.593798,-1
atomization,10.054568,3.979655,46
