,x,y,label
compressed natural gas,1.3518132,-2.6022408,6
fluorescence,10.673019,5.672248,46
liquids,10.798214,3.7898386,46
mesh generation,11.019321,3.9289815,46
spheres,10.229559,5.6957664,46
calculation time,10.632345,6.5797577,46
computational grids,11.068919,7.3052397,46
energy changes,10.955839,5.3460717,46
injection model,10.65814,5.1622972,44
liquid injections,10.726125,5.037789,44
model evolution,11.393712,7.8528047,46
planar laser induced fluorescence,10.672056,5.6522346,46
saturation pressure,9.774139,4.8421993,46
direct injection,10.946163,5.2593684,44
activated carbon,0.39118174,6.7998967,-1
adsorbents,10.270195,4.0715766,32
automotive fuels,14.9046755,-1.9877665,-1
cost benefit analysis,15.660033,2.6633909,-1
cost estimating,15.562645,2.7242484,-1
density of gases,7.804063,-2.8622844,1
gas adsorption,11.823537,3.1856434,-1
gas fuel storage,12.763731,5.616031,37
gases,7.7839856,-2.8710265,1
liquefied natural gas,11.413749,6.0747166,15
natural gas,18.363192,12.589942,7
natural gas vehicles,15.058685,11.711046,25
tanks (containers),14.841498,4.9641466,-1
temperature,9.303515,2.36939,46
thin walled structures,10.162289,5.8681154,46
adsorbed natural gas,11.872352,3.1057599,-1
adsorbent materials,10.168817,5.532927,46
compressed natural gasses (cng),-6.201034,8.616989,29
energy density,10.657474,5.587275,46
high-pressure tanks,9.984348,4.9422655,46
liquefied natural gas (lng),2.0423367,1.9298576,12
storage technology,10.934187,6.0817027,46
very high energies,10.8175955,5.469609,46
compressed natural gas,1.2624518,-2.4779522,6
bus transportation,8.823107,7.8718767,46
buses,13.823017,4.2609854,-1
compressed natural gas,1.2141284,-2.459872,6
deterioration,8.296538,5.5967956,46
investments,19.333117,9.930013,-1
natural gas vehicles,15.072765,11.691384,25
operating costs,9.160724,7.5916867,46
propulsion,7.624158,9.100805,-1
secondary batteries,10.972281,5.9425826,-1
sustainable development,8.73787,11.861024,-1
urban transportation,8.765263,6.780411,46
on-board batteries,10.500903,5.956333,46
optimized strategies,10.466578,7.170793,46
performance deterioration,9.424084,8.487954,46
pollutant emission,9.472477,4.9675007,-1
potential benefits,9.408909,6.899611,46
propulsion system,11.036607,6.2689896,46
sustainability evaluations,9.084794,7.5466027,46
urban public transport,9.170324,6.652598,46
fleet operations,8.668915,8.689056,-1
activated sludge process,10.284627,6.3826966,46
air purification,9.924232,4.891404,46
anaerobic digestion,10.438731,6.8675036,-1
biogas,1.7070673,9.222039,-1
biosolids,9.623109,5.100041,46
carbon dioxide,11.852325,2.7540088,0
compressed natural gas,1.295998,-2.5851579,6
fleet operations,8.671514,8.668297,-1
gases,7.8266253,-2.835541,1
natural gas vehicles,15.072525,11.691554,25
natural gasoline plants,6.8769403,2.7313676,16
sewage treatment plants,9.592122,4.8157067,46
sludge digestion,10.439805,6.866996,-1
soils,9.44356,4.7293158,46
wastewater treatment,9.575701,5.238552,46
combined heat and power,10.732582,2.8151126,46
energy productions,10.642324,6.0437894,46
energy recovery,10.761336,5.040711,46
handling process,10.277377,6.6192255,46
municipal authorities,6.3914967,-3.6804156,-1
soil amendment,9.4467745,4.7227693,46
waste activated sludges,9.193001,5.9552846,46
wastewater treatment plants,9.589989,4.8108535,46
natural gas conditioning,18.538305,12.575001,7
compressed natural gas,1.3258734,-2.5069988,6
electric lines,11.452281,4.488179,46
electric power systems,11.093538,4.8056874,46
electric ship equipment,10.469645,5.771534,46
lithium batteries,10.95702,5.9275384,-1
marine navigation,9.720514,6.826957,46
natural gas transportation,10.296371,6.921919,17
navigation systems,10.595025,6.406713,46
ports and harbors,9.509298,5.8338966,46
regional planning,9.977985,7.5838656,46
river pollution,9.623704,4.7684765,46
ship propulsion,7.6239467,9.101109,-1
ships,7.996575,7.596049,46
solar energy,14.09917,12.098344,31
sustainable development,8.739188,11.860183,-1
environmental sustainability,9.014455,7.568724,46
european regional development fund,9.941139,7.4576554,46
maritime navigation,9.723657,6.8138566,46
propulsion system,11.043001,6.2767453,46
sea transportation,9.015718,7.3702507,46
technical requirement,9.988489,7.1413503,46
theoretical design,9.849563,7.8644433,46
transport systems,9.2840395,7.1837955,46
urban transportation,8.765239,6.780121,46
caves,17.641388,0.8203222,-1
compressed air,10.793744,8.309982,24
compressed air energy storage,17.185825,4.9371734,9
compressed natural gas,1.3618803,-2.442917,6
continuum mechanics,7.9904733,3.1286519,46
failure (mechanical),10.66572,5.307958,46
leakage (fluid),6.761988,9.997052,-1
mechanical stability,10.109084,6.1817546,46
monitoring,10.301305,6.31693,46
phase interfaces,10.386254,6.4201927,46
pressure vessels,4.107513,0.87653035,23
rock mechanics,7.975755,3.1105046,46
rocks,9.236647,4.506739,46
compressed air energy storages (caes),9.91291,3.8182259,-1
compressed natural gasses (cng),-6.205603,8.622593,29
cross correlation techniques,10.7695055,6.880164,46
equivalent-continuum models,11.108814,7.1700864,46
geomechanical deformation,10.0794,5.433047,46
lined rock cavern (lrc),10.625614,5.1620517,46
monitoring and alarming,9.660093,5.767432,46
structural robustness,10.148205,6.6300817,46
underground gas storage,11.930089,5.993728,-1
compressed air,10.784372,8.300385,24
cooling systems,10.001834,3.7955604,46
dryers (equipment),10.712686,5.1550937,46
economic and social effects,8.376134,7.411588,46
energy efficiency,19.02947,5.3443637,21
energy utilization,7.6083126,1.8443851,5
evaporators,10.114736,3.3042502,46
iir filters,16.14316,8.3633375,-1
pressure vessels,4.0759816,0.847205,23
refrigerants,9.368146,4.1595373,46
refrigeration,11.2010355,3.6259449,46
alternative refrigerant,16.150013,5.3021035,-1
condensing temperature,9.350388,2.4259875,46
dewpoint temperature,9.305633,2.3682408,46
evaporating temperature,9.376297,2.468559,46
flooded evaporators,10.1153145,3.3047724,46
natural refrigerants,2.094391,-2.88133,-1
refrigerant fluids,10.611904,5.144404,46
vapor compression cycle,10.290177,4.1291747,46
air,10.284258,6.209522,34
carbon dioxide,11.864712,2.7459116,0
compressed air,10.820004,8.337579,24
compressed natural gas,1.3669544,-2.534084,6
compression ratio (machinery),9.531729,5.2659755,-1
computational fluid dynamics,12.755481,7.675597,46
economic and social effects,8.376418,7.411285,46
engines,6.6554937,11.952537,27
flow of fluids,10.626012,5.2024903,46
gas compressors,7.230225,5.118402,-1
gas emissions,6.409958,-1.8350682,28
gases,7.809419,-2.8581889,1
heat exchangers,10.093994,3.3317204,46
heat transfer,8.193999,1.7389024,-1
microchannels,10.403083,4.049126,32
microsystems,10.330252,4.13938,32
natural gas,18.53371,12.569801,7
natural gas deposits,-2.1403844,4.846469,-1
natural gas vehicles,15.070578,11.700803,25
automotive engine,4.5134807,4.1897545,-1
conjugate heat transfer,8.192213,1.7397263,-1
correlated systems,10.627519,6.7158628,46
design and development,9.807299,7.974118,46
design methodology,9.873234,7.7138543,46
engine compression,11.301328,6.347732,-1
micro-channel heat exchangers,10.095875,3.366819,46
preliminary analysis,10.656391,7.7229495,46
natural gas transportation,10.268683,6.945462,17
compressed air,10.810923,8.323169,24
cost effectiveness,4.164574,2.568652,14
gas lifts,9.923912,4.9061823,46
gases,7.709939,-2.7945988,1
injection (oil wells),5.1705575,1.5942081,-1
oil field development,10.380873,7.2310934,46
patents and inventions,9.631394,8.216354,46
petroleum engineering,8.8899355,6.547389,46
petroleum reservoir evaluation,8.900984,6.5307884,46
pressure vessels,4.1265025,0.89780045,23
well completion,10.143852,7.084576,46
wellheads,10.323907,4.1045575,32
candidate selection,10.014962,7.012631,46
differential pressures,9.661574,4.7027745,46
high water - cut well,9.956941,5.003765,46
innovative solutions,10.160863,7.2094684,46
intervention costs,5.5704484,8.777398,40
material selection,10.124068,5.8164887,46
reservoir pressures,9.572838,5.493326,46
surface injections,10.725864,5.03788,44
natural gas well completion,18.377708,12.394088,7
closed loop systems,10.494096,6.4517355,46
compressed air motors,10.815813,8.335006,24
cooling water,10.163238,3.7250135,46
environmental impact,7.9931865,5.446227,46
exergy,11.195887,7.3508797,-1
gas generators,7.195415,5.0109954,-1
gas turbines,12.126588,9.99319,36
gasification,11.305612,8.006018,39
heat exchangers,10.094066,3.3319821,46
life cycle,11.172065,-2.5240388,-1
liquefied natural gas,11.393778,6.0752563,15
wind turbines,15.003037,7.6677384,-1
ahat,10.32111,4.1418366,32
closed loops,10.489248,6.452153,46
gtcc,10.367789,4.0667543,32
hampson type,10.299071,4.1165867,32
sankey diagram,10.343462,4.1608014,32
design,9.80753,7.976217,46
costs,5.6183844,8.8631,40
crashworthiness,7.582518,9.2106,-1
fleet operations,8.68012,8.658023,-1
fuels,10.926437,2.6463404,33
gas fuel analysis,4.251686,3.071753,-1
gas supply,8.987591,6.307376,-1
gases,7.7438736,-2.9214766,1
hydraulic fracturing,10.4028015,4.637626,46
natural gas,18.508797,12.641026,7
natural gas vehicles,15.095983,11.673146,25
public policy,9.666181,7.467924,46
shale,12.224123,3.794183,-1
trucks,4.57594,11.726704,-1
value engineering,9.93218,6.775271,46
diesel,13.089708,1.6953892,-1
hydraulic fracturing methods,10.40213,4.641196,46
natural gas price,9.096904,6.9305162,46
optimal decisions,10.239444,6.827814,46
real options analysis,10.187587,6.572294,46
structural shifts,10.151002,6.629461,46
trucking fleet,8.672813,8.671176,-1
vehicle-miles traveled,10.501807,5.91314,46
compressed natural gas,1.2678242,-2.4512913,6
decision making,9.919055,9.471304,-1
diesel,13.094039,1.6910658,-1
energy planning,11.551331,5.4415097,46
fuel consumption,10.238234,8.125753,-1
gas supply,8.987673,6.3073444,-1
market conditions,9.75607,6.4987955,46
price dynamics,10.055878,6.6829095,46
shale gas,12.224021,3.7942002,-1
state role,10.522649,6.751905,46
transport vehicle,6.43206,9.605928,41
trucking,8.675033,8.671923,-1
united states,5.346936,10.478132,-1
algae,11.242471,8.012909,39
aluminum,10.091935,5.1955414,46
biofuels,1.6206068,4.5081296,12
boilers,10.67947,4.508913,46
carbon,7.7786207,7.428903,-1
climate change,11.636772,-0.40501365,-1
coal combustion,11.437027,4.982893,46
combustion,13.866976,7.373752,38
condensation,9.993811,3.362822,46
flue gases,11.755102,4.840432,-1
flues,11.755279,4.840424,-1
fossil fuels,8.31128,3.7357733,2
fuels,10.926234,2.6458616,33
gas emissions,6.3894305,-1.8022377,28
gases,7.8188853,-2.8512595,1
greenhouse gases,16.126158,8.074526,22
groundwater,9.469903,4.4697804,46
groundwater pollution,9.483232,4.559055,46
heating,6.3751855,3.5839963,-1
industrial emissions,8.957238,2.8165274,43
microorganisms,10.435915,6.8696504,-1
petroleum engineering,8.886396,6.5531526,46
sulfur dioxide,10.116855,4.978803,46
alternative solutions,10.166766,7.193231,46
aqueous bicarbonates,9.969737,4.8780723,46
bicarbonate,9.973494,4.8837614,46
biofuels production,8.273341,6.4246426,46
environmental issues,9.407548,6.74092,46
exhaust temperature,9.762169,3.8597927,46
global climate changes,11.613522,-0.35813516,-1
high lipid contents,9.963287,4.979498,46
carbon dioxide,11.849354,2.7612023,0
caves,17.641356,0.8203354,-1
compressed air,10.784625,8.31603,24
compressed air energy storage,17.182049,4.942059,9
compressed natural gas,1.3866065,-2.4666312,6
constitutive models,11.458403,7.693241,46
digital storage,2.86887,2.6025882,-1
energy storage,7.3440638,-0.5574745,26
hydrogen storage,11.452675,1.1127058,-1
identification (control systems),10.649596,5.4001064,46
numerical methods,10.803549,6.923997,46
numerical models,11.741678,8.024555,46
parameter estimation,10.584737,6.6035986,46
rocks,9.237038,4.506928,46
salt deposits,10.516709,3.3069544,-1
underground gas storage,11.929987,5.9930305,-1
geological conditions,9.556027,5.0030155,46
inverse analysis,10.865805,7.0398803,46
meta model,11.396569,7.8550253,46
meta-modeling technique,10.864512,7.1599517,46
nuclear energy sources,10.947351,4.6362877,46
rate dependent,10.082096,6.0678515,46
renewable energy carrier,11.35806,5.2667065,46
salt caverns,9.5448475,4.580663,46
finite element method,10.965936,6.9046483,46
buses,13.824415,4.2596,-1
cell engineering,10.120048,5.2653713,46
chemical analysis,10.555374,6.011563,46
compressed natural gas,1.3613555,-2.4314325,6
cooling systems,10.0031,3.7968059,46
crashworthiness,7.582564,9.210575,-1
electric power transmission networks,12.552945,6.153419,-1
fuel cells,14.607218,13.084601,-1
fuel economy,5.9322176,0.562721,-1
fueling,9.516248,6.1436763,46
greenhouse gases,16.111963,8.099675,22
hydrogen,8.726087,4.4333553,18
hydrogen production,3.72192,6.400588,-1
natural gas,18.459743,12.498922,7
solar power generation,13.830777,11.802908,31
sustainable development,8.739653,11.8614855,-1
transportation,8.873046,7.7039523,46
water pollution,9.62368,4.7664275,46
wind power,13.403376,8.465349,-1
environmental benefits,9.2930975,6.8775654,46
environmentally sensitive,9.732255,5.7036767,46
hydrogen distribution systems,10.289842,4.115609,46
hydrogen fueling infrastructures,9.812364,3.7560384,46
hydrogen generation technology,10.348095,3.9823043,46
hydrogen infrastructure,9.821988,3.7651112,46
orange county transportation authorities,8.99093,7.351374,46
zero emission vehicles,9.111094,3.959379,43
smart power grids,11.049894,4.9561653,46
compressed air,10.784101,8.306257,24
compressed natural gas,1.335504,-2.454839,6
costs,5.559685,8.825494,40
electric energy storage,14.93237,15.771238,-1
energy storage,7.2681265,-0.6326735,26
investments,19.333817,9.92969,-1
methanation,10.3476715,4.1380315,32
caverns,17.64095,0.82052314,-1
dispatch scenarios,9.625752,7.011426,46
large scale,10.562435,5.8652034,46
levelized electricity cost,7.677209,5.972481,-1
long-term storage,10.322102,6.1117573,46
medium term storage,10.232461,6.4721026,46
natural gas grids,18.535505,12.56213,7
outlook to 2030,9.332712,6.994749,46
pumped hydro,11.055611,5.260744,46
short term storage,10.310923,6.147479,46
specific investment,9.58584,7.4673333,46
technical potential,9.8765955,7.206759,46
hydrogen storage,11.453903,1.1138364,-1
biofuels,1.6204817,4.508018,12
carbon dioxide,11.859902,2.756402,0
commerce,-2.7054954,5.2112427,-1
compressed natural gas,1.3073888,-2.528107,6
density of gases,7.7958155,-2.8661318,1
dynamometers,10.285445,4.0837317,32
engines,6.658621,11.950787,27
ethanol,7.4086657,8.571382,8
exhaust gases,8.697502,-1.3655312,-1
fuels,10.928575,2.6560526,33
gases,7.7956295,-2.8928413,1
greenhouse gases,16.129492,8.132252,22
industrial research,9.927038,6.753107,46
natural gas,18.53634,12.661296,7
automotive engine,4.513633,4.189937,-1
chassis dynamometers,10.582117,6.4367266,-1
compressed natural gasses (cng),-6.223417,8.640179,29
greenhouse gases (ghg),8.7862015,1.5570915,43
laboratory conditions,10.522675,6.6066303,46
liquid petroleum gasses (lpg),-4.1730328,7.337153,29
physicochemical parameters,10.967834,6.259605,46
transport sectors,8.904925,7.3325715,46
alternative fuels,11.107258,7.0261497,3
charging (batteries),10.799545,5.181482,46
compressed natural gas,1.4578645,-2.5551424,6
cost effectiveness,4.1651554,2.569863,14
costs,5.5846715,8.831714,40
electric batteries,11.130527,6.206175,-1
electric power transmission networks,12.552935,6.15336,-1
electric vehicles,11.741558,5.515828,46
natural gas,18.58204,12.537648,7
natural gas vehicles,15.051585,11.719349,25
secondary batteries,10.973411,5.942195,-1
thermal effects,10.164723,5.0860476,46
vehicles,6.3388,9.697197,41
compressed natural gasses (cng),-6.150594,8.563113,29
economic challenges,9.363722,7.0336323,46
economic considerations,9.418999,7.0711412,46
economic implications,9.388684,7.051112,46
electric power trains,11.591454,4.3135414,46
electric vehicle batteries,11.196721,6.5153403,-1
frequency regulations,10.472793,6.251086,46
vehicle to grid (v2g),10.807005,5.1903305,46
cost benefit analysis,15.660722,2.6630762,-1
alternative energy,10.746531,3.6706607,42
bus transport,8.817844,7.8903317,46
cost-benefit analysis,10.651944,6.331592,46
diesel,13.09082,1.6942508,-1
electric vehicle,11.726228,5.530159,46
fuel consumption,10.237928,8.12607,-1
natural gas,18.496147,12.615315,7
temperature effect,9.778821,3.9281824,46
pennsylvania,10.202005,5.4096136,46
philadelphia,10.216988,5.4295483,46
united states,5.3461623,10.478041,-1
biofuels,1.579979,4.467571,12
carbon dioxide,11.871234,2.7461329,0
combustion,13.858051,7.335925,38
commerce,-2.705044,5.211689,-1
compressed natural gas,1.3830947,-2.5089126,6
density of gases,7.8034205,-2.8543653,1
dynamometers,10.332025,4.0926046,32
engines,6.664909,11.940375,27
ethanol,7.40873,8.574041,8
exhaust gases,8.687787,-1.375049,-1
fuels,10.934498,2.6392908,33
gases,7.823254,-2.8329158,1
